Country/Region,ObservationDate,SNo,Confirmed,Deaths,Recovered
Burkina Faso,04/23/2020,17714,616.0,41.0,410.0
Burundi,04/23/2020,17716,11.0,1.0,4.0
Cambodia,04/23/2020,17718,122.0,0.0,110.0
Cameroon,04/23/2020,17719,1334.0,43.0,668.0
Canada,04/23/2020,251259,43286.0,2241.0,14761.0
Central African Republic,04/23/2020,17720,16.0,0.0,10.0
Chad,04/23/2020,17721,33.0,0.0,8.0
Chile,04/23/2020,17722,11812.0,168.0,5804.0
Colombia,04/23/2020,17723,4561.0,215.0,927.0
Costa Rica,04/23/2020,17726,686.0,6.0,196.0
Croatia,04/23/2020,17727,1981.0,50.0,883.0
Cyprus,04/23/2020,17729,795.0,13.0,98.0
Czech Republic,04/23/2020,17730,7187.0,210.0,2152.0
Denmark,04/23/2020,53532,8271.0,394.0,5573.0
Djibouti,04/23/2020,17733,986.0,2.0,252.0
Dominican Republic,04/23/2020,17735,5543.0,265.0,581.0
Ecuador,04/23/2020,17736,11183.0,560.0,1328.0
Egypt,04/23/2020,17737,3891.0,287.0,1004.0
El Salvador,04/23/2020,17738,250.0,8.0,67.0
Estonia,04/23/2020,17741,1592.0,45.0,192.0
Ethiopia,04/23/2020,17743,116.0,3.0,21.0
Finland,04/23/2020,17745,4284.0,172.0,2000.0
France,04/23/2020,197185,159460.0,21889.0,42762.0
Gabon,04/23/2020,17747,167.0,2.0,24.0
Georgia,04/23/2020,17749,425.0,5.0,111.0
Germany,04/23/2020,17750,153129.0,5575.0,103300.0
Ghana,04/23/2020,17751,1154.0,9.0,99.0
Greece,04/23/2020,17752,2463.0,125.0,577.0
Guatemala,04/23/2020,17754,384.0,11.0,30.0
Guinea,04/23/2020,17755,862.0,6.0,170.0
Guyana,04/23/2020,17757,70.0,7.0,9.0
Haiti,04/23/2020,17758,72.0,5.0,2.0
Honduras,04/23/2020,17760,519.0,47.0,31.0
Hungary,04/23/2020,17761,2284.0,239.0,390.0
Iceland,04/23/2020,17762,1789.0,10.0,1509.0
India,04/23/2020,17763,23077.0,721.0,5012.0
Indonesia,04/23/2020,17764,7775.0,647.0,960.0
Iran,04/23/2020,17765,87026.0,5481.0,64843.0
Ireland,04/23/2020,17767,17607.0,794.0,9233.0
Israel,04/23/2020,17768,14803.0,192.0,5611.0
Italy,04/23/2020,17769,189973.0,25549.0,57576.0
Jamaica,04/23/2020,17771,257.0,6.0,28.0
Japan,04/23/2020,17772,12368.0,328.0,1494.0
Jordan,04/23/2020,17773,437.0,7.0,318.0
Kazakhstan,04/23/2020,17774,2289.0,20.0,560.0
Kenya,04/23/2020,17775,320.0,14.0,89.0
Kyrgyzstan,04/23/2020,17778,631.0,8.0,302.0
Laos,04/23/2020,17779,19.0,0.0,4.0
Latvia,04/23/2020,17780,778.0,11.0,133.0
Liberia,04/23/2020,17782,101.0,8.0,20.0
Lithuania,04/23/2020,17785,1398.0,40.0,399.0
Luxembourg,04/23/2020,17786,3665.0,83.0,728.0
Madagascar,04/23/2020,17788,121.0,0.0,58.0
Mainland China,04/23/2020,556120,82804.0,4632.0,77257.0
Malawi,04/23/2020,17789,33.0,3.0,3.0
Malaysia,04/23/2020,17790,5603.0,95.0,3542.0
Maldives,04/23/2020,17791,108.0,0.0,16.0
Mali,04/23/2020,17792,309.0,21.0,77.0
Malta,04/23/2020,17793,445.0,3.0,204.0
Mauritania,04/23/2020,17794,7.0,1.0,6.0
Mauritius,04/23/2020,17795,331.0,9.0,266.0
Mexico,04/23/2020,17796,11633.0,1069.0,2627.0
Moldova,04/23/2020,17797,2926.0,80.0,661.0
Mongolia,04/23/2020,17799,36.0,0.0,9.0
Morocco,04/23/2020,17801,3568.0,155.0,456.0
Mozambique,04/23/2020,17802,46.0,0.0,9.0
Namibia,04/23/2020,17803,16.0,0.0,7.0
Nepal,04/23/2020,17804,48.0,0.0,10.0
Netherlands,04/23/2020,89437,35921.0,4192.0,101.0
New Zealand,04/23/2020,17806,1456.0,17.0,1095.0
Nicaragua,04/23/2020,17807,11.0,3.0,7.0
Niger,04/23/2020,17808,671.0,24.0,256.0
Nigeria,04/23/2020,17809,981.0,31.0,197.0
Norway,04/23/2020,17811,7401.0,194.0,32.0
Pakistan,04/23/2020,17813,11155.0,237.0,2527.0
Panama,04/23/2020,17814,5166.0,146.0,271.0
Papua New Guinea,04/23/2020,17815,8.0,0.0,0.0
Paraguay,04/23/2020,17816,213.0,9.0,67.0
Peru,04/23/2020,17817,20914.0,572.0,7422.0
Philippines,04/23/2020,17818,6981.0,462.0,722.0
Poland,04/23/2020,17819,10511.0,454.0,1740.0
Portugal,04/23/2020,17820,22353.0,820.0,1201.0
Romania,04/23/2020,17822,10096.0,545.0,2478.0
Russia,04/23/2020,17823,62773.0,555.0,4891.0
Rwanda,04/23/2020,17824,154.0,0.0,87.0
Senegal,04/23/2020,17831,479.0,6.0,257.0
Serbia,04/23/2020,17832,6630.0,125.0,870.0
Sierra Leone,04/23/2020,17834,64.0,1.0,10.0
Singapore,04/23/2020,17835,11178.0,12.0,924.0
Slovakia,04/23/2020,17836,1325.0,15.0,288.0
Slovenia,04/23/2020,17837,1366.0,79.0,211.0
South Africa,04/23/2020,17839,3953.0,75.0,1473.0
South Sudan,04/23/2020,17841,5.0,0.0,0.0
Spain,04/23/2020,17842,213024.0,22157.0,89250.0
Sri Lanka,04/23/2020,17843,368.0,7.0,107.0
Sweden,04/23/2020,17846,16755.0,2021.0,550.0
Switzerland,04/23/2020,17847,28496.0,1549.0,20600.0
Tanzania,04/23/2020,17850,284.0,10.0,11.0
Thailand,04/23/2020,17851,2839.0,50.0,2430.0
Togo,04/23/2020,17853,88.0,6.0,59.0
Tunisia,04/23/2020,17855,918.0,38.0,190.0
Turkey,04/23/2020,17856,101790.0,2491.0,18491.0
UK,04/23/2020,196924,139246.0,18791.0,712.0
US,04/23/2020,1040622,869170.0,49954.0,80203.0
Uganda,04/23/2020,17858,74.0,0.0,46.0
Ukraine,04/23/2020,17859,7170.0,187.0,504.0
Uruguay,04/23/2020,17861,557.0,12.0,354.0
Uzbekistan,04/23/2020,17862,1758.0,7.0,561.0
Venezuela,04/23/2020,17863,311.0,10.0,126.0
Vietnam,04/23/2020,17864,268.0,0.0,224.0
Zambia,04/23/2020,17868,76.0,3.0,37.0
Zimbabwe,04/23/2020,17869,28.0,4.0,2.0
Algeria,04/24/2020,18011,3127.0,415.0,1408.0
Angola,04/24/2020,18013,25.0,2.0,6.0
Argentina,04/24/2020,18015,3607.0,176.0,976.0
Armenia,04/24/2020,18016,1596.0,27.0,728.0
Australia,04/24/2020,146288,6677.0,79.0,4124.0
Austria,04/24/2020,18017,15071.0,530.0,11872.0
Azerbaijan,04/24/2020,18018,1592.0,21.0,1013.0
Bangladesh,04/24/2020,18021,4689.0,131.0,112.0
Belarus,04/24/2020,18023,8773.0,63.0,1120.0
Belgium,04/24/2020,18024,44293.0,6679.0,10122.0
Benin,04/24/2020,18026,54.0,1.0,27.0
Bhutan,04/24/2020,18027,7.0,0.0,3.0
Bolivia,04/24/2020,18028,807.0,44.0,54.0
Bosnia and Herzegovina,04/24/2020,18029,1421.0,55.0,538.0
Botswana,04/24/2020,18030,22.0,1.0,0.0
Brazil,04/24/2020,18031,54043.0,3704.0,27655.0
Bulgaria,04/24/2020,18033,1234.0,54.0,197.0
Burkina Faso,04/24/2020,18034,629.0,41.0,425.0
Burundi,04/24/2020,18036,11.0,1.0,4.0
Cambodia,04/24/2020,18038,122.0,0.0,117.0
Cameroon,04/24/2020,18039,1430.0,43.0,668.0
Canada,04/24/2020,237452,44056.0,2386.0,15149.0
Central African Republic,04/24/2020,18040,16.0,0.0,10.0
Chad,04/24/2020,18041,40.0,0.0,8.0
Chile,04/24/2020,18042,12306.0,174.0,6327.0
Colombia,04/24/2020,18043,4881.0,225.0,1003.0
Costa Rica,04/24/2020,18046,687.0,6.0,216.0
Croatia,04/24/2020,18047,2009.0,51.0,982.0
Cyprus,04/24/2020,18049,804.0,14.0,98.0
Czech Republic,04/24/2020,18050,7273.0,214.0,2371.0
Denmark,04/24/2020,54492,8408.0,403.0,5715.0
Djibouti,04/24/2020,18053,999.0,2.0,330.0
Dominican Republic,04/24/2020,18055,5749.0,267.0,763.0
Ecuador,04/24/2020,18056,22719.0,576.0,1366.0
Egypt,04/24/2020,18057,4092.0,294.0,1075.0
El Salvador,04/24/2020,18058,274.0,8.0,75.0
Estonia,04/24/2020,18061,1605.0,46.0,206.0
Ethiopia,04/24/2020,18063,117.0,3.0,25.0
Finland,04/24/2020,18065,4395.0,177.0,2500.0
France,04/24/2020,200701,159952.0,22279.0,44271.0
Gabon,04/24/2020,18067,172.0,3.0,26.0
Georgia,04/24/2020,18069,444.0,5.0,132.0
Germany,04/24/2020,18070,154999.0,5760.0,109800.0
Ghana,04/24/2020,18071,1279.0,10.0,134.0
Greece,04/24/2020,18072,2490.0,130.0,577.0
Guatemala,04/24/2020,18074,430.0,11.0,30.0
Guinea,04/24/2020,18075,954.0,6.0,191.0
Guyana,04/24/2020,18077,73.0,7.0,12.0
Haiti,04/24/2020,18078,72.0,6.0,6.0
Honduras,04/24/2020,18080,591.0,55.0,58.0
Hungary,04/24/2020,18081,2443.0,262.0,458.0
Iceland,04/24/2020,18082,1789.0,10.0,1542.0
India,04/24/2020,18083,24530.0,780.0,5498.0
Indonesia,04/24/2020,18084,8211.0,689.0,1002.0
Iran,04/24/2020,18085,88194.0,5574.0,66599.0
Ireland,04/24/2020,18087,18184.0,1014.0,9233.0
Israel,04/24/2020,18088,15058.0,194.0,6003.0
Italy,04/24/2020,18089,192994.0,25969.0,60498.0
Jamaica,04/24/2020,18091,288.0,7.0,28.0
Japan,04/24/2020,18092,12829.0,345.0,1530.0
Jordan,04/24/2020,18093,441.0,7.0,326.0
Kazakhstan,04/24/2020,18094,2482.0,25.0,604.0
Kenya,04/24/2020,18095,336.0,14.0,94.0
Kyrgyzstan,04/24/2020,18098,665.0,8.0,345.0
Laos,04/24/2020,18099,19.0,0.0,4.0
Latvia,04/24/2020,18100,784.0,12.0,267.0
Liberia,04/24/2020,18102,117.0,8.0,25.0
Lithuania,04/24/2020,18105,1410.0,40.0,430.0
Luxembourg,04/24/2020,18106,3695.0,85.0,3007.0
Madagascar,04/24/2020,18108,122.0,0.0,61.0
Mainland China,04/24/2020,566029,82819.0,4632.0,77357.0
Malawi,04/24/2020,18109,33.0,3.0,4.0
Malaysia,04/24/2020,18110,5691.0,96.0,3663.0
Maldives,04/24/2020,18111,129.0,0.0,16.0
Mali,04/24/2020,18112,325.0,21.0,87.0
Malta,04/24/2020,18113,447.0,3.0,223.0
Mauritania,04/24/2020,18114,7.0,1.0,6.0
Mauritius,04/24/2020,18115,331.0,9.0,285.0
Mexico,04/24/2020,18116,12872.0,1221.0,7149.0
Moldova,04/24/2020,18117,3110.0,84.0,755.0
Mongolia,04/24/2020,18119,37.0,0.0,9.0
Morocco,04/24/2020,18121,3758.0,158.0,486.0
Mozambique,04/24/2020,18122,65.0,0.0,12.0
Namibia,04/24/2020,18123,16.0,0.0,7.0
Nepal,04/24/2020,18124,49.0,0.0,11.0
Netherlands,04/24/2020,91036,36729.0,4304.0,102.0
New Zealand,04/24/2020,18126,1461.0,18.0,1118.0
Nicaragua,04/24/2020,18127,11.0,3.0,7.0
Niger,04/24/2020,18128,681.0,24.0,289.0
Nigeria,04/24/2020,18129,1095.0,32.0,208.0
Norway,04/24/2020,18131,7463.0,199.0,32.0
Pakistan,04/24/2020,18133,11940.0,253.0,2755.0
Panama,04/24/2020,18134,5338.0,154.0,319.0
Papua New Guinea,04/24/2020,18135,8.0,0.0,0.0
Paraguay,04/24/2020,18136,223.0,9.0,78.0
Peru,04/24/2020,18137,21648.0,634.0,7496.0
Philippines,04/24/2020,18138,7192.0,477.0,762.0
Poland,04/24/2020,18139,10892.0,494.0,1944.0
Portugal,04/24/2020,18140,22797.0,854.0,1228.0
Romania,04/24/2020,18142,10417.0,567.0,2817.0
Russia,04/24/2020,18143,68622.0,615.0,5568.0
Rwanda,04/24/2020,18144,176.0,0.0,87.0
Senegal,04/24/2020,18151,545.0,7.0,262.0
Serbia,04/24/2020,18152,6630.0,125.0,870.0
Sierra Leone,04/24/2020,18154,82.0,2.0,10.0
Singapore,04/24/2020,18155,12075.0,12.0,956.0
Slovakia,04/24/2020,18156,1360.0,17.0,355.0
Slovenia,04/24/2020,18157,1373.0,80.0,211.0
South Africa,04/24/2020,18159,4220.0,79.0,1473.0
South Sudan,04/24/2020,18161,5.0,0.0,0.0
Spain,04/24/2020,18162,219764.0,22524.0,92355.0
Sri Lanka,04/24/2020,18163,420.0,7.0,109.0
Sweden,04/24/2020,18166,17567.0,2152.0,1005.0
Switzerland,04/24/2020,18167,28677.0,1589.0,21000.0
Tanzania,04/24/2020,18170,299.0,10.0,48.0
Thailand,04/24/2020,18171,2907.0,51.0,2547.0
Togo,04/24/2020,18173,90.0,6.0,59.0
Tunisia,04/24/2020,18175,922.0,38.0,194.0
Turkey,04/24/2020,18176,104912.0,2600.0,21737.0
UK,04/24/2020,200443,144640.0,19567.0,724.0
US,04/24/2020,1059163,905333.0,51949.0,99079.0
Uganda,04/24/2020,18178,75.0,0.0,46.0
Ukraine,04/24/2020,18179,7647.0,193.0,601.0
Uruguay,04/24/2020,18181,563.0,12.0,369.0
Uzbekistan,04/24/2020,18182,1804.0,8.0,621.0
Venezuela,04/24/2020,18183,318.0,10.0,132.0
Vietnam,04/24/2020,18184,270.0,0.0,220.0
Zambia,04/24/2020,18188,84.0,3.0,37.0
Zimbabwe,04/24/2020,18189,29.0,4.0,2.0
Algeria,04/25/2020,18330,3256.0,419.0,1479.0
Angola,04/25/2020,18332,25.0,2.0,6.0
Argentina,04/25/2020,18334,3780.0,185.0,1030.0
Armenia,04/25/2020,18335,1677.0,28.0,803.0
Australia,04/25/2020,148840,6694.0,80.0,4223.0
Austria,04/25/2020,18336,15148.0,536.0,12103.0
Azerbaijan,04/25/2020,18337,1617.0,21.0,1080.0
Bangladesh,04/25/2020,18340,4998.0,140.0,113.0
Belarus,04/25/2020,18342,9590.0,67.0,1573.0
Belgium,04/25/2020,18343,45325.0,6917.0,10417.0
Benin,04/25/2020,18345,54.0,1.0,27.0
Bhutan,04/25/2020,18346,7.0,0.0,3.0
Bolivia,04/25/2020,18347,866.0,46.0,54.0
Bosnia and Herzegovina,04/25/2020,18348,1486.0,57.0,592.0
Botswana,04/25/2020,18349,22.0,1.0,0.0
Brazil,04/25/2020,18350,59324.0,4057.0,29160.0
Bulgaria,04/25/2020,18352,1247.0,55.0,197.0
Burkina Faso,04/25/2020,18353,629.0,41.0,442.0
Burundi,04/25/2020,18355,11.0,1.0,4.0
Cambodia,04/25/2020,18357,122.0,0.0,117.0
Cameroon,04/25/2020,18358,1518.0,53.0,697.0
Canada,04/25/2020,241599,45493.0,2549.0,16013.0
Central African Republic,04/25/2020,18359,16.0,0.0,10.0
Chad,04/25/2020,18360,46.0,0.0,15.0
Chile,04/25/2020,18361,12858.0,181.0,6746.0
Colombia,04/25/2020,18362,5142.0,233.0,1067.0
Costa Rica,04/25/2020,18365,693.0,6.0,242.0
Croatia,04/25/2020,18366,2016.0,54.0,1034.0
Cyprus,04/25/2020,18368,810.0,14.0,148.0
Czech Republic,04/25/2020,18369,7352.0,218.0,2453.0
Denmark,04/25/2020,55449,8643.0,418.0,5858.0
Djibouti,04/25/2020,18372,1008.0,2.0,373.0
Dominican Republic,04/25/2020,18374,5926.0,273.0,822.0
Ecuador,04/25/2020,18375,22719.0,576.0,1366.0
Egypt,04/25/2020,18376,4319.0,307.0,1114.0
El Salvador,04/25/2020,18377,274.0,8.0,75.0
Estonia,04/25/2020,18380,1635.0,46.0,228.0
Ethiopia,04/25/2020,18382,122.0,3.0,29.0
Finland,04/25/2020,18384,4475.0,186.0,2500.0
France,04/25/2020,204210,161644.0,22648.0,45372.0
Gabon,04/25/2020,18386,176.0,3.0,30.0
Georgia,04/25/2020,18388,456.0,5.0,139.0
Germany,04/25/2020,18389,156513.0,5877.0,109800.0
Ghana,04/25/2020,18390,1279.0,10.0,134.0
Greece,04/25/2020,18391,2506.0,130.0,577.0
Guatemala,04/25/2020,18393,473.0,13.0,45.0
Guinea,04/25/2020,18394,996.0,7.0,208.0
Guyana,04/25/2020,18396,73.0,7.0,12.0
Haiti,04/25/2020,18397,72.0,6.0,6.0
Honduras,04/25/2020,18399,627.0,59.0,65.0
Hungary,04/25/2020,18400,2443.0,262.0,458.0
Iceland,04/25/2020,18401,1790.0,10.0,1570.0
India,04/25/2020,18402,26283.0,825.0,5939.0
Indonesia,04/25/2020,18403,8607.0,720.0,1042.0
Iran,04/25/2020,18404,89328.0,5650.0,68193.0
Ireland,04/25/2020,18406,18561.0,1063.0,9233.0
Israel,04/25/2020,18407,15298.0,199.0,6435.0
Italy,04/25/2020,18408,195351.0,26384.0,63120.0
Jamaica,04/25/2020,18410,305.0,7.0,28.0
Japan,04/25/2020,18411,13231.0,360.0,1656.0
Jordan,04/25/2020,18412,444.0,7.0,332.0
Kazakhstan,04/25/2020,18413,2601.0,25.0,646.0
Kenya,04/25/2020,18414,343.0,14.0,98.0
Kyrgyzstan,04/25/2020,18417,665.0,8.0,345.0
Laos,04/25/2020,18418,19.0,0.0,7.0
Latvia,04/25/2020,18419,804.0,12.0,267.0
Liberia,04/25/2020,18421,120.0,11.0,25.0
Lithuania,04/25/2020,18424,1426.0,41.0,460.0
Luxembourg,04/25/2020,18425,3711.0,85.0,3088.0
Madagascar,04/25/2020,18427,123.0,0.0,62.0
Mainland China,04/25/2020,575918,82827.0,4632.0,77394.0
Malawi,04/25/2020,18428,33.0,3.0,4.0
Malaysia,04/25/2020,18429,5742.0,98.0,3762.0
Maldives,04/25/2020,18430,177.0,0.0,17.0
Mali,04/25/2020,18431,370.0,21.0,91.0
Malta,04/25/2020,18432,448.0,4.0,249.0
Mauritania,04/25/2020,18433,7.0,1.0,6.0
Mauritius,04/25/2020,18434,331.0,9.0,295.0
Mexico,04/25/2020,18435,13842.0,1305.0,7149.0
Moldova,04/25/2020,18436,3304.0,94.0,825.0
Mongolia,04/25/2020,18438,37.0,0.0,9.0
Morocco,04/25/2020,18440,3897.0,159.0,537.0
Mozambique,04/25/2020,18441,70.0,0.0,12.0
Namibia,04/25/2020,18442,16.0,0.0,7.0
Nepal,04/25/2020,18443,49.0,0.0,12.0
Netherlands,04/25/2020,92631,37384.0,4424.0,102.0
New Zealand,04/25/2020,18445,1470.0,18.0,1142.0
Nicaragua,04/25/2020,18446,12.0,3.0,7.0
Niger,04/25/2020,18447,684.0,27.0,325.0
Nigeria,04/25/2020,18448,1182.0,35.0,222.0
Norway,04/25/2020,18450,7499.0,201.0,32.0
Pakistan,04/25/2020,18452,12723.0,269.0,2866.0
Panama,04/25/2020,18453,5538.0,159.0,338.0
Papua New Guinea,04/25/2020,18454,8.0,0.0,0.0
Paraguay,04/25/2020,18455,228.0,9.0,85.0
Peru,04/25/2020,18456,25331.0,700.0,7797.0
Philippines,04/25/2020,18457,7294.0,494.0,792.0
Poland,04/25/2020,18458,11273.0,524.0,2126.0
Portugal,04/25/2020,18459,23392.0,880.0,1277.0
Romania,04/25/2020,18461,10635.0,601.0,2890.0
Russia,04/25/2020,18462,74588.0,681.0,6250.0
Rwanda,04/25/2020,18463,183.0,0.0,88.0
Senegal,04/25/2020,18470,614.0,7.0,276.0
Serbia,04/25/2020,18471,6630.0,125.0,870.0
Sierra Leone,04/25/2020,18473,82.0,2.0,10.0
Singapore,04/25/2020,18474,12693.0,12.0,1002.0
Slovakia,04/25/2020,18475,1373.0,17.0,386.0
Slovenia,04/25/2020,18476,1388.0,81.0,219.0
South Africa,04/25/2020,18478,4361.0,86.0,1473.0
South Sudan,04/25/2020,18480,5.0,0.0,0.0
Spain,04/25/2020,18481,223759.0,22902.0,95708.0
Sri Lanka,04/25/2020,18482,460.0,7.0,118.0
Sweden,04/25/2020,18485,18177.0,2192.0,1005.0
Switzerland,04/25/2020,18486,28894.0,1599.0,21300.0
Tanzania,04/25/2020,18489,299.0,10.0,48.0
Thailand,04/25/2020,18490,2907.0,51.0,2547.0
Togo,04/25/2020,18492,96.0,6.0,62.0
Tunisia,04/25/2020,18494,939.0,38.0,207.0
Turkey,04/25/2020,18495,107773.0,2706.0,25582.0
UK,04/25/2020,203952,149569.0,20381.0,774.0
US,04/25/2020,1077665,938154.0,53755.0,100372.0
Uganda,04/25/2020,18497,75.0,0.0,46.0
Ukraine,04/25/2020,18498,8125.0,201.0,782.0
Uruguay,04/25/2020,18500,596.0,14.0,370.0
Uzbekistan,04/25/2020,18501,1862.0,8.0,707.0
Venezuela,04/25/2020,18502,323.0,10.0,132.0
Vietnam,04/25/2020,18503,270.0,0.0,225.0
Zambia,04/25/2020,18507,84.0,3.0,37.0
Zimbabwe,04/25/2020,18508,31.0,4.0,2.0
Algeria,04/26/2020,18649,3382.0,425.0,1508.0
Angola,04/26/2020,18651,26.0,2.0,6.0
Argentina,04/26/2020,18653,3892.0,192.0,1107.0
Armenia,04/26/2020,18654,1746.0,28.0,833.0
Australia,04/26/2020,151392,6714.0,83.0,5541.0
Austria,04/26/2020,18655,15225.0,542.0,12282.0
Azerbaijan,04/26/2020,18656,1645.0,21.0,1139.0
Bangladesh,04/26/2020,18659,5416.0,145.0,122.0
Belarus,04/26/2020,18661,10463.0,72.0,1695.0
Belgium,04/26/2020,18662,46134.0,7094.0,10785.0
Benin,04/26/2020,18664,64.0,1.0,33.0
Bhutan,04/26/2020,18665,7.0,0.0,4.0
Bolivia,04/26/2020,18666,950.0,50.0,80.0
Bosnia and Herzegovina,04/26/2020,18667,1516.0,59.0,624.0
Botswana,04/26/2020,18668,22.0,1.0,0.0
Brazil,04/26/2020,18669,63100.0,4286.0,30152.0
Bulgaria,04/26/2020,18671,1300.0,56.0,205.0
Burkina Faso,04/26/2020,18672,632.0,42.0,453.0
Burundi,04/26/2020,18674,11.0,1.0,4.0
Cambodia,04/26/2020,18676,122.0,0.0,117.0
Cameroon,04/26/2020,18677,1621.0,56.0,786.0
Canada,04/26/2020,245746,47147.0,2663.0,16883.0
Central African Republic,04/26/2020,18678,19.0,0.0,10.0
Chad,04/26/2020,18679,46.0,0.0,15.0
Chile,04/26/2020,18680,13331.0,189.0,7024.0
Colombia,04/26/2020,18681,5379.0,244.0,1133.0
Costa Rica,04/26/2020,18684,695.0,6.0,264.0
Croatia,04/26/2020,18685,2030.0,55.0,1103.0
Cyprus,04/26/2020,18687,817.0,14.0,148.0
Czech Republic,04/26/2020,18688,7404.0,220.0,2545.0
Denmark,04/26/2020,56406,8773.0,422.0,5994.0
Djibouti,04/26/2020,18691,1023.0,2.0,411.0
Dominican Republic,04/26/2020,18693,6135.0,278.0,910.0
Ecuador,04/26/2020,18694,22719.0,576.0,1366.0
Egypt,04/26/2020,18695,4534.0,317.0,1176.0
El Salvador,04/26/2020,18696,298.0,8.0,83.0
Estonia,04/26/2020,18699,1643.0,49.0,233.0
Ethiopia,04/26/2020,18701,123.0,3.0,41.0
Finland,04/26/2020,18703,4576.0,190.0,2500.0
France,04/26/2020,207719,162220.0,22890.0,45681.0
Gabon,04/26/2020,18705,176.0,3.0,30.0
Georgia,04/26/2020,18707,486.0,6.0,149.0
Germany,04/26/2020,18708,157770.0,5976.0,112000.0
Ghana,04/26/2020,18709,1550.0,11.0,155.0
Greece,04/26/2020,18710,2517.0,134.0,577.0
Guatemala,04/26/2020,18712,500.0,15.0,49.0
Guinea,04/26/2020,18713,996.0,7.0,208.0
Guyana,04/26/2020,18715,74.0,8.0,12.0
Haiti,04/26/2020,18716,74.0,6.0,7.0
Honduras,04/26/2020,18718,627.0,59.0,65.0
Hungary,04/26/2020,18719,2500.0,272.0,485.0
Iceland,04/26/2020,18720,1792.0,10.0,1608.0
India,04/26/2020,18721,27890.0,881.0,6523.0
Indonesia,04/26/2020,18722,8882.0,743.0,1107.0
Iran,04/26/2020,18723,90481.0,5710.0,69657.0
Ireland,04/26/2020,18725,19262.0,1087.0,9233.0
Israel,04/26/2020,18726,15443.0,201.0,6731.0
Italy,04/26/2020,18727,197675.0,26644.0,64928.0
Jamaica,04/26/2020,18729,350.0,7.0,28.0
Japan,04/26/2020,18730,13441.0,372.0,1809.0
Jordan,04/26/2020,18731,447.0,7.0,337.0
Kazakhstan,04/26/2020,18732,2717.0,25.0,682.0
Kenya,04/26/2020,18733,355.0,14.0,106.0
Kyrgyzstan,04/26/2020,18736,682.0,8.0,370.0
Laos,04/26/2020,18737,19.0,0.0,7.0
Latvia,04/26/2020,18738,812.0,12.0,267.0
Liberia,04/26/2020,18740,124.0,12.0,25.0
Lithuania,04/26/2020,18743,1438.0,41.0,467.0
Luxembourg,04/26/2020,18744,3723.0,88.0,3104.0
Madagascar,04/26/2020,18746,124.0,0.0,71.0
Mainland China,04/26/2020,585807,82830.0,4633.0,77474.0
Malawi,04/26/2020,18747,34.0,3.0,4.0
Malaysia,04/26/2020,18748,5780.0,98.0,3862.0
Maldives,04/26/2020,18749,214.0,0.0,17.0
Mali,04/26/2020,18750,389.0,23.0,112.0
Malta,04/26/2020,18751,448.0,4.0,282.0
Mauritania,04/26/2020,18752,7.0,1.0,6.0
Mauritius,04/26/2020,18753,332.0,9.0,299.0
Mexico,04/26/2020,18754,14677.0,1351.0,8354.0
Moldova,04/26/2020,18755,3408.0,96.0,895.0
Mongolia,04/26/2020,18757,38.0,0.0,9.0
Morocco,04/26/2020,18759,4065.0,161.0,593.0
Mozambique,04/26/2020,18760,76.0,0.0,12.0
Namibia,04/26/2020,18761,16.0,0.0,8.0
Nepal,04/26/2020,18762,52.0,0.0,16.0
Netherlands,04/26/2020,94226,38040.0,4491.0,117.0
New Zealand,04/26/2020,18764,1469.0,19.0,1180.0
Nicaragua,04/26/2020,18765,13.0,3.0,7.0
Niger,04/26/2020,18766,696.0,29.0,350.0
Nigeria,04/26/2020,18767,1273.0,40.0,239.0
Norway,04/26/2020,18769,7527.0,201.0,32.0
Pakistan,04/26/2020,18771,13328.0,281.0,2936.0
Panama,04/26/2020,18772,5779.0,165.0,338.0
Papua New Guinea,04/26/2020,18773,8.0,0.0,0.0
Paraguay,04/26/2020,18774,228.0,9.0,85.0
Peru,04/26/2020,18775,27517.0,728.0,8088.0
Philippines,04/26/2020,18776,7579.0,501.0,862.0
Poland,04/26/2020,18777,11617.0,535.0,2265.0
Portugal,04/26/2020,18778,23864.0,903.0,1329.0
Romania,04/26/2020,18780,11036.0,619.0,3054.0
Russia,04/26/2020,18781,80949.0,747.0,6767.0
Rwanda,04/26/2020,18782,191.0,0.0,92.0
Senegal,04/26/2020,18789,671.0,9.0,283.0
Serbia,04/26/2020,18790,6630.0,125.0,870.0
Sierra Leone,04/26/2020,18792,93.0,4.0,10.0
Singapore,04/26/2020,18793,13624.0,12.0,1060.0
Slovakia,04/26/2020,18794,1379.0,18.0,394.0
Slovenia,04/26/2020,18795,1396.0,82.0,221.0
South Africa,04/26/2020,18797,4546.0,87.0,1473.0
South Sudan,04/26/2020,18799,6.0,0.0,0.0
Spain,04/26/2020,18800,226629.0,23190.0,117727.0
Sri Lanka,04/26/2020,18801,523.0,7.0,120.0
Sweden,04/26/2020,18804,18640.0,2194.0,1005.0
Switzerland,04/26/2020,18805,29061.0,1610.0,21800.0
Tanzania,04/26/2020,18808,299.0,10.0,48.0
Thailand,04/26/2020,18809,2922.0,51.0,2594.0
Togo,04/26/2020,18811,98.0,6.0,62.0
Tunisia,04/26/2020,18813,949.0,38.0,216.0
Turkey,04/26/2020,18814,110130.0,2805.0,29140.0
UK,04/26/2020,207461,154037.0,20794.0,778.0
US,04/26/2020,1096167,965783.0,54881.0,106988.0
