Country/Region,ObservationDate,SNo,Confirmed,Deaths,Recovered
Venezuela,06/10/2020,38786,2738.0,23.0,487.0
Vietnam,06/10/2020,38787,332.0,0.0,320.0
Zambia,06/10/2020,38791,1200.0,10.0,912.0
Zimbabwe,06/10/2020,38792,320.0,4.0,49.0
Algeria,06/11/2020,39350,10589.0,741.0,7255.0
Angola,06/11/2020,39352,118.0,5.0,41.0
Argentina,06/11/2020,39354,27373.0,765.0,8332.0
Armenia,06/11/2020,39355,14669.0,245.0,5466.0
Australia,06/11/2020,319255,7289.0,102.0,6782.0
Austria,06/11/2020,39356,17034.0,674.0,15949.0
Azerbaijan,06/11/2020,39357,8882.0,108.0,4930.0
Bangladesh,06/11/2020,39360,78052.0,1049.0,16747.0
Belarus,06/11/2020,39362,51816.0,293.0,26643.0
Belgium,06/11/2020,39363,59711.0,9636.0,16453.0
Benin,06/11/2020,39365,305.0,4.0,188.0
Bhutan,06/11/2020,39366,62.0,0.0,19.0
Bolivia,06/11/2020,39367,16165.0,533.0,2372.0
Bosnia and Herzegovina,06/11/2020,39368,2832.0,161.0,2100.0
Botswana,06/11/2020,39369,48.0,1.0,24.0
Brazil,06/11/2020,1074411,802828.0,40919.0,429965.0
Bulgaria,06/11/2020,39371,3086.0,168.0,1688.0
Burkina Faso,06/11/2020,39372,892.0,53.0,790.0
Burundi,06/11/2020,39374,85.0,1.0,45.0
Cambodia,06/11/2020,39376,126.0,0.0,125.0
Cameroon,06/11/2020,39377,8681.0,212.0,4836.0
Canada,06/11/2020,557360,99159.0,8071.0,58131.0
Central African Republic,06/11/2020,39378,1952.0,5.0,38.0
Chad,06/11/2020,39379,848.0,72.0,706.0
Chile,06/11/2020,675705,154092.0,2648.0,126444.0
Colombia,06/11/2020,1351712,43810.0,1505.0,17366.0
Comoros,06/11/2020,39380,162.0,2.0,97.0
Costa Rica,06/11/2020,39383,1538.0,12.0,722.0
Croatia,06/11/2020,39384,2249.0,106.0,2132.0
Cyprus,06/11/2020,39386,975.0,18.0,807.0
Czech Republic,06/11/2020,39387,9855.0,328.0,7166.0
Denmark,06/11/2020,118715,12235.0,593.0,11155.0
Djibouti,06/11/2020,39390,4398.0,37.0,2519.0
Dominican Republic,06/11/2020,39392,21437.0,561.0,12541.0
Ecuador,06/11/2020,39393,44440.0,3720.0,21862.0
Egypt,06/11/2020,39394,39726.0,1377.0,10691.0
El Salvador,06/11/2020,39395,3373.0,68.0,1504.0
Estonia,06/11/2020,39398,1965.0,69.0,1697.0
Ethiopia,06/11/2020,39400,2670.0,40.0,434.0
Finland,06/11/2020,39402,7064.0,325.0,6200.0
France,06/11/2020,437615,192493.0,29349.0,72269.0
Gabon,06/11/2020,39404,3463.0,23.0,1024.0
Georgia,06/11/2020,39406,831.0,13.0,694.0
Germany,06/11/2020,676467,186691.0,8772.0,170961.0
Ghana,06/11/2020,39407,10358.0,48.0,3824.0
Greece,06/11/2020,39408,3088.0,183.0,1374.0
Guatemala,06/11/2020,39410,8561.0,334.0,1567.0
Guinea,06/11/2020,39411,4372.0,23.0,3033.0
Guyana,06/11/2020,39413,158.0,12.0,92.0
Haiti,06/11/2020,39414,3941.0,64.0,24.0
Honduras,06/11/2020,39416,7669.0,294.0,837.0
Hungary,06/11/2020,39417,4039.0,553.0,2391.0
Iceland,06/11/2020,39418,1807.0,10.0,1794.0
India,06/11/2020,1432234,297535.0,8498.0,147195.0
Indonesia,06/11/2020,39419,35295.0,2000.0,12636.0
Iran,06/11/2020,39420,180156.0,8584.0,142663.0
Ireland,06/11/2020,39422,25238.0,1703.0,22698.0
Israel,06/11/2020,39423,18569.0,300.0,15250.0
Italy,06/11/2020,836119,236142.0,34167.0,171338.0
Jamaica,06/11/2020,39425,611.0,10.0,408.0
Japan,06/11/2020,1911474,17187.0,922.0,15233.0
Jordan,06/11/2020,39426,890.0,9.0,670.0
Kazakhstan,06/11/2020,39427,13872.0,67.0,8593.0
Kenya,06/11/2020,39428,3215.0,92.0,1092.0
Kyrgyzstan,06/11/2020,39431,2166.0,26.0,1668.0
Laos,06/11/2020,39432,19.0,0.0,19.0
Latvia,06/11/2020,39433,1094.0,26.0,818.0
Lesotho,06/11/2020,39435,4.0,0.0,2.0
Liberia,06/11/2020,39436,410.0,31.0,206.0
Lithuania,06/11/2020,39439,1752.0,74.0,1372.0
Luxembourg,06/11/2020,39440,4052.0,110.0,3910.0
Madagascar,06/11/2020,39442,1203.0,10.0,312.0
Mainland China,06/11/2020,1233699,83064.0,4634.0,78364.0
Malawi,06/11/2020,39443,481.0,4.0,55.0
Malaysia,06/11/2020,39444,8369.0,118.0,7065.0
Maldives,06/11/2020,39445,1976.0,8.0,1153.0
Mali,06/11/2020,39446,1722.0,97.0,989.0
Malta,06/11/2020,39447,640.0,9.0,600.0
Mauritania,06/11/2020,39448,1439.0,74.0,250.0
Mauritius,06/11/2020,39449,337.0,10.0,325.0
Mexico,06/11/2020,1273589,133974.0,15944.0,97198.0
Moldova,06/11/2020,39450,10727.0,375.0,6072.0
Mongolia,06/11/2020,39452,197.0,0.0,95.0
Morocco,06/11/2020,39454,8537.0,211.0,7583.0
Mozambique,06/11/2020,39455,489.0,2.0,144.0
Namibia,06/11/2020,39456,31.0,0.0,17.0
Nepal,06/11/2020,39457,4614.0,15.0,861.0
Netherlands,06/11/2020,198193,48458.0,6063.0,181.0
New Zealand,06/11/2020,39459,1504.0,22.0,1482.0
Nicaragua,06/11/2020,39460,1464.0,55.0,953.0
Niger,06/11/2020,39461,974.0,65.0,878.0
Nigeria,06/11/2020,39462,14554.0,387.0,4494.0
Norway,06/11/2020,39464,8608.0,242.0,8138.0
Pakistan,06/11/2020,278146,125933.0,2463.0,40247.0
Panama,06/11/2020,39466,18586.0,418.0,10977.0
Papua New Guinea,06/11/2020,39467,8.0,0.0,8.0
Paraguay,06/11/2020,39468,1230.0,11.0,624.0
Peru,06/11/2020,1033764,214788.0,6088.0,102429.0
Philippines,06/11/2020,39469,24175.0,1036.0,5165.0
Poland,06/11/2020,39470,28201.0,1215.0,13696.0
Portugal,06/11/2020,39471,35910.0,1504.0,22002.0
Romania,06/11/2020,39473,21182.0,1369.0,15283.0
Russia,06/11/2020,3304935,501800.0,6522.0,260649.0
Rwanda,06/11/2020,39474,494.0,2.0,313.0
Senegal,06/11/2020,39481,4759.0,55.0,2994.0
Serbia,06/11/2020,39482,12102.0,252.0,11362.0
Sierra Leone,06/11/2020,39484,1085.0,50.0,642.0
Singapore,06/11/2020,39485,39387.0,25.0,27286.0
Slovakia,06/11/2020,39486,1541.0,28.0,1409.0
Slovenia,06/11/2020,39487,1488.0,109.0,1359.0
South Africa,06/11/2020,39489,58568.0,1284.0,33252.0
South Sudan,06/11/2020,39491,1670.0,24.0,48.0
Spain,06/11/2020,793658,242707.0,27136.0,150376.0
Sri Lanka,06/11/2020,39492,1877.0,11.0,1150.0
Sweden,06/11/2020,836944,48288.0,4814.0,0.0
Switzerland,06/11/2020,39495,31044.0,1937.0,28800.0
Tajikistan,06/11/2020,39498,4834.0,49.0,3062.0
Tanzania,06/11/2020,39499,509.0,21.0,183.0
Thailand,06/11/2020,39500,3125.0,58.0,2987.0
Togo,06/11/2020,39502,524.0,13.0,271.0
Tunisia,06/11/2020,39504,1087.0,49.0,989.0
Turkey,06/11/2020,39505,174023.0,4763.0,147860.0
UK,06/11/2020,596331,292860.0,41364.0,1278.0
US,06/11/2020,2309131,2023347.0,113820.0,540292.0
Uganda,06/11/2020,39506,679.0,0.0,161.0
Ukraine,06/11/2020,1075348,29706.0,864.0,13642.0
Uruguay,06/11/2020,39508,847.0,23.0,772.0
Uzbekistan,06/11/2020,39509,4741.0,19.0,3637.0
Venezuela,06/11/2020,39510,2814.0,23.0,487.0
Vietnam,06/11/2020,39511,332.0,0.0,321.0
Zambia,06/11/2020,39515,1200.0,10.0,912.0
Zimbabwe,06/11/2020,39516,332.0,4.0,51.0
Algeria,06/12/2020,40079,10698.0,751.0,7322.0
Angola,06/12/2020,40081,130.0,5.0,42.0
Argentina,06/12/2020,40083,28764.0,785.0,8743.0
Armenia,06/12/2020,40084,15281.0,258.0,5639.0
Australia,06/12/2020,325087,7294.0,102.0,6803.0
Austria,06/12/2020,40085,17064.0,675.0,15985.0
Azerbaijan,06/12/2020,40086,9218.0,113.0,5116.0
Bangladesh,06/12/2020,40089,81523.0,1095.0,17249.0
Belarus,06/12/2020,40091,52520.0,298.0,27760.0
Belgium,06/12/2020,40092,59819.0,9646.0,16498.0
Benin,06/12/2020,40094,388.0,5.0,217.0
Bhutan,06/12/2020,40095,62.0,0.0,19.0
Bolivia,06/12/2020,40096,16929.0,559.0,2431.0
Bosnia and Herzegovina,06/12/2020,40097,2893.0,163.0,2119.0
Botswana,06/12/2020,40098,48.0,1.0,24.0
Brazil,06/12/2020,1094094,828810.0,41828.0,445123.0
Bulgaria,06/12/2020,40100,3191.0,172.0,1716.0
Burkina Faso,06/12/2020,40101,892.0,53.0,791.0
Burundi,06/12/2020,40103,85.0,1.0,45.0
Cambodia,06/12/2020,40105,126.0,0.0,125.0
Cameroon,06/12/2020,40106,8681.0,212.0,4836.0
Canada,06/12/2020,567566,99595.0,8125.0,59034.0
Central African Republic,06/12/2020,40107,2044.0,7.0,360.0
Chad,06/12/2020,40108,848.0,72.0,711.0
Chile,06/12/2020,688098,160846.0,2870.0,131358.0
Colombia,06/12/2020,1376498,45344.0,1562.0,17823.0
Comoros,06/12/2020,40109,163.0,2.0,97.0
Costa Rica,06/12/2020,40112,1612.0,12.0,731.0
Croatia,06/12/2020,40113,2249.0,107.0,2133.0
Cyprus,06/12/2020,40115,980.0,18.0,807.0
Czech Republic,06/12/2020,40116,9938.0,329.0,7215.0
Denmark,06/12/2020,120902,12299.0,594.0,11193.0
Djibouti,06/12/2020,40119,4441.0,38.0,2730.0
Dominican Republic,06/12/2020,40121,22008.0,568.0,12754.0
Ecuador,06/12/2020,40122,45778.0,3828.0,22679.0
Egypt,06/12/2020,40123,41303.0,1422.0,11108.0
El Salvador,06/12/2020,40124,3481.0,68.0,1587.0
Estonia,06/12/2020,40127,1970.0,69.0,1703.0
Ethiopia,06/12/2020,40129,2915.0,47.0,451.0
Finland,06/12/2020,40131,7073.0,325.0,6200.0
France,06/12/2020,445634,193220.0,29377.0,72695.0
Gabon,06/12/2020,40133,3463.0,23.0,1024.0
Georgia,06/12/2020,40135,843.0,13.0,697.0
Germany,06/12/2020,688860,187226.0,8783.0,171535.0
Ghana,06/12/2020,40136,10856.0,48.0,3921.0
Greece,06/12/2020,40137,3108.0,183.0,1374.0
Guatemala,06/12/2020,40139,8982.0,351.0,1702.0
Guinea,06/12/2020,40140,4426.0,24.0,3106.0
Guyana,06/12/2020,40142,159.0,12.0,95.0
Haiti,06/12/2020,40143,3941.0,64.0,24.0
Honduras,06/12/2020,40145,8132.0,306.0,844.0
Hungary,06/12/2020,40146,4053.0,555.0,2447.0
Iceland,06/12/2020,40147,1807.0,10.0,1794.0
India,06/12/2020,1458478,297535.0,8498.0,147195.0
Indonesia,06/12/2020,40148,36406.0,2048.0,13213.0
Iran,06/12/2020,40149,182525.0,8659.0,144649.0
Ireland,06/12/2020,40151,25250.0,1705.0,22698.0
Israel,06/12/2020,40152,18795.0,300.0,15288.0
Italy,06/12/2020,851428,236305.0,34223.0,173085.0
Jamaica,06/12/2020,40154,614.0,10.0,417.0
Japan,06/12/2020,1946466,17250.0,924.0,15362.0
Jordan,06/12/2020,40155,915.0,9.0,671.0
Kazakhstan,06/12/2020,40156,13872.0,70.0,8829.0
Kenya,06/12/2020,40157,3305.0,96.0,1164.0
Kyrgyzstan,06/12/2020,40160,2166.0,26.0,1668.0
Laos,06/12/2020,40161,19.0,0.0,19.0
Latvia,06/12/2020,40162,1096.0,27.0,818.0
Lesotho,06/12/2020,40164,4.0,0.0,2.0
Liberia,06/12/2020,40165,421.0,32.0,210.0
Lithuania,06/12/2020,40168,1756.0,74.0,1400.0
Luxembourg,06/12/2020,40169,4055.0,110.0,3918.0
Madagascar,06/12/2020,40171,1240.0,10.0,344.0
Mainland China,06/12/2020,1256298,83075.0,4634.0,78367.0
Malawi,06/12/2020,40172,481.0,4.0,65.0
Malaysia,06/12/2020,40173,8402.0,119.0,7168.0
Maldives,06/12/2020,40174,2003.0,8.0,1193.0
Mali,06/12/2020,40175,1752.0,101.0,1023.0
Malta,06/12/2020,40176,645.0,9.0,600.0
Mauritania,06/12/2020,40177,1572.0,81.0,278.0
Mauritius,06/12/2020,40178,337.0,10.0,325.0
Mexico,06/12/2020,1296917,139196.0,16448.0,100876.0
Moldova,06/12/2020,40179,11093.0,385.0,6229.0
Mongolia,06/12/2020,40181,197.0,0.0,95.0
Morocco,06/12/2020,40183,8610.0,212.0,7618.0
Mozambique,06/12/2020,40184,509.0,2.0,145.0
Namibia,06/12/2020,40185,31.0,0.0,17.0
Nepal,06/12/2020,40186,5062.0,16.0,877.0
Netherlands,06/12/2020,201838,48668.0,6072.0,181.0
New Zealand,06/12/2020,40188,1504.0,22.0,1482.0
Nicaragua,06/12/2020,40189,1464.0,55.0,953.0
Niger,06/12/2020,40190,978.0,65.0,881.0
Nigeria,06/12/2020,40191,15181.0,399.0,4891.0
Norway,06/12/2020,40193,8620.0,242.0,8138.0
Pakistan,06/12/2020,283249,125933.0,2463.0,40247.0
Panama,06/12/2020,40195,19211.0,421.0,13759.0
Papua New Guinea,06/12/2020,40196,8.0,0.0,8.0
Paraguay,06/12/2020,40197,1254.0,11.0,633.0
Peru,06/12/2020,1052718,214788.0,6088.0,107133.0
Philippines,06/12/2020,40198,24787.0,1052.0,5454.0
Poland,06/12/2020,40199,28577.0,1222.0,13805.0
Portugal,06/12/2020,40200,36180.0,1505.0,22200.0
Romania,06/12/2020,40202,21404.0,1380.0,15445.0
Russia,06/12/2020,3365442,510761.0,6705.0,268862.0
Rwanda,06/12/2020,40203,510.0,2.0,321.0
Senegal,06/12/2020,40210,4851.0,56.0,3100.0
Serbia,06/12/2020,40211,12175.0,252.0,11411.0
Sierra Leone,06/12/2020,40213,1103.0,51.0,648.0
Singapore,06/12/2020,40214,39850.0,25.0,28040.0
Slovakia,06/12/2020,40215,1542.0,28.0,1409.0
Slovenia,06/12/2020,40216,1490.0,109.0,1359.0
South Africa,06/12/2020,40218,61927.0,1354.0,35006.0
South Sudan,06/12/2020,40220,1670.0,24.0,48.0
Spain,06/12/2020,808238,243209.0,27136.0,150376.0
Sri Lanka,06/12/2020,40221,1880.0,11.0,1196.0
Sweden,06/12/2020,852253,49684.0,4854.0,0.0
Switzerland,06/12/2020,40224,31063.0,1938.0,28800.0
Tajikistan,06/12/2020,40227,4902.0,49.0,3158.0
Tanzania,06/12/2020,40228,509.0,21.0,183.0
Thailand,06/12/2020,40229,3129.0,58.0,2987.0
Togo,06/12/2020,40231,525.0,13.0,279.0
Tunisia,06/12/2020,40233,1093.0,49.0,995.0
Turkey,06/12/2020,40234,175218.0,4778.0,149102.0
UK,06/12/2020,607266,294402.0,41566.0,1282.0
US,06/12/2020,2351413,2048986.0,114669.0,547386.0
Uganda,06/12/2020,40235,686.0,0.0,161.0
Ukraine,06/12/2020,1095031,30415.0,880.0,14075.0
Uruguay,06/12/2020,40237,847.0,23.0,780.0
Uzbekistan,06/12/2020,40238,4869.0,19.0,3758.0
Venezuela,06/12/2020,40239,2879.0,23.0,487.0
Vietnam,06/12/2020,40240,333.0,0.0,323.0
Zambia,06/12/2020,40244,1321.0,10.0,1104.0
Zimbabwe,06/12/2020,40245,343.0,4.0,51.0
Algeria,06/13/2020,40808,10810.0,760.0,7420.0
Angola,06/13/2020,40810,138.0,6.0,61.0
Argentina,06/13/2020,40812,30295.0,815.0,9083.0
Armenia,06/13/2020,40813,16004.0,264.0,6081.0
Australia,06/13/2020,330919,7320.0,102.0,6838.0
Austria,06/13/2020,40814,17078.0,677.0,16012.0
Azerbaijan,06/13/2020,40815,9570.0,115.0,5309.0
Bangladesh,06/13/2020,40818,84379.0,1139.0,17828.0
Belarus,06/13/2020,40820,53241.0,303.0,29111.0
Belgium,06/13/2020,40821,59918.0,9650.0,16547.0
Benin,06/13/2020,40823,412.0,6.0,222.0
Bhutan,06/13/2020,40824,66.0,0.0,21.0
Bolivia,06/13/2020,40825,17842.0,585.0,2768.0
Bosnia and Herzegovina,06/13/2020,40826,2893.0,163.0,2119.0
Botswana,06/13/2020,40827,60.0,1.0,24.0
Brazil,06/13/2020,1113777,850514.0,42720.0,459436.0
Bulgaria,06/13/2020,40829,3266.0,172.0,1723.0
Burkina Faso,06/13/2020,40830,892.0,53.0,799.0
Burundi,06/13/2020,40832,85.0,1.0,45.0
Cambodia,06/13/2020,40834,128.0,0.0,125.0
Cameroon,06/13/2020,40835,8681.0,212.0,4836.0
Canada,06/13/2020,577772,100043.0,8183.0,59851.0
Central African Republic,06/13/2020,40836,2057.0,7.0,363.0
Chad,06/13/2020,40837,848.0,72.0,718.0
Chile,06/13/2020,700491,167355.0,3101.0,137296.0
Colombia,06/13/2020,1401284,46994.0,1623.0,18749.0
Comoros,06/13/2020,40838,176.0,2.0,114.0
Costa Rica,06/13/2020,40841,1662.0,12.0,743.0
Croatia,06/13/2020,40842,2251.0,107.0,2134.0
Cyprus,06/13/2020,40844,980.0,18.0,807.0
Czech Republic,06/13/2020,40845,9991.0,328.0,7219.0
Denmark,06/13/2020,123089,12339.0,597.0,11235.0
Djibouti,06/13/2020,40848,4449.0,41.0,2823.0
Dominican Republic,06/13/2020,40850,22572.0,577.0,13084.0
Ecuador,06/13/2020,40851,46356.0,3874.0,22865.0
Egypt,06/13/2020,40852,42980.0,1484.0,11529.0
El Salvador,06/13/2020,40853,3603.0,72.0,1738.0
Estonia,06/13/2020,40856,1973.0,69.0,1705.0
Ethiopia,06/13/2020,40858,3166.0,55.0,495.0
Finland,06/13/2020,40860,7087.0,325.0,6200.0
France,06/13/2020,453653,193746.0,29401.0,72931.0
Gabon,06/13/2020,40862,3463.0,23.0,1024.0
Georgia,06/13/2020,40864,851.0,14.0,702.0
Germany,06/13/2020,701253,187267.0,8793.0,171970.0
Ghana,06/13/2020,40865,11118.0,48.0,3979.0
Greece,06/13/2020,40866,3112.0,183.0,1374.0
Guatemala,06/13/2020,40868,9491.0,367.0,1804.0
Guinea,06/13/2020,40869,4484.0,25.0,3213.0
Guyana,06/13/2020,40871,159.0,12.0,95.0
Haiti,06/13/2020,40872,4165.0,70.0,24.0
Honduras,06/13/2020,40874,8455.0,310.0,894.0
Hungary,06/13/2020,40875,4064.0,559.0,2476.0
Iceland,06/13/2020,40876,1808.0,10.0,1794.0
India,06/13/2020,1484722,308993.0,8884.0,154330.0
Indonesia,06/13/2020,40877,37420.0,2091.0,13776.0
Iran,06/13/2020,40878,184955.0,8730.0,146748.0
Ireland,06/13/2020,40880,25295.0,1705.0,22698.0
Israel,06/13/2020,40881,18972.0,300.0,15357.0
Italy,06/13/2020,866737,236651.0,34301.0,174865.0
Jamaica,06/13/2020,40883,615.0,10.0,420.0
Japan,06/13/2020,1981458,17293.0,927.0,15458.0
Jordan,06/13/2020,40884,953.0,9.0,678.0
Kazakhstan,06/13/2020,40885,14238.0,73.0,8829.0
Kenya,06/13/2020,40886,3457.0,100.0,1221.0
Kyrgyzstan,06/13/2020,40889,2207.0,27.0,1722.0
Laos,06/13/2020,40890,19.0,0.0,19.0
Latvia,06/13/2020,40891,1097.0,28.0,845.0
Lesotho,06/13/2020,40893,4.0,0.0,2.0
Liberia,06/13/2020,40894,446.0,32.0,214.0
Lithuania,06/13/2020,40897,1763.0,75.0,1416.0
Luxembourg,06/13/2020,40898,4063.0,110.0,3922.0
Madagascar,06/13/2020,40900,1252.0,10.0,362.0
Mainland China,06/13/2020,1278897,83132.0,4634.0,78369.0
Malawi,06/13/2020,40901,529.0,5.0,66.0
Malaysia,06/13/2020,40902,8445.0,120.0,7311.0
Maldives,06/13/2020,40903,2013.0,8.0,1217.0
Mali,06/13/2020,40904,1776.0,104.0,1058.0
Malta,06/13/2020,40905,646.0,9.0,601.0
Mauritania,06/13/2020,40906,1682.0,83.0,311.0
Mauritius,06/13/2020,40907,337.0,10.0,325.0
Mexico,06/13/2020,1320245,142690.0,16872.0,104078.0
Moldova,06/13/2020,40908,11459.0,398.0,6421.0
Mongolia,06/13/2020,40910,197.0,0.0,98.0
Morocco,06/13/2020,40912,8692.0,212.0,7696.0
Mozambique,06/13/2020,40913,553.0,2.0,151.0
Namibia,06/13/2020,40914,32.0,0.0,17.0
Nepal,06/13/2020,40915,5335.0,18.0,913.0
Netherlands,06/13/2020,205483,48847.0,6076.0,181.0
New Zealand,06/13/2020,40917,1504.0,22.0,1482.0
Nicaragua,06/13/2020,40918,1464.0,55.0,953.0
Niger,06/13/2020,40919,980.0,66.0,881.0
Nigeria,06/13/2020,40920,15682.0,407.0,5101.0
Norway,06/13/2020,40922,8628.0,242.0,8138.0
Pakistan,06/13/2020,288352,132405.0,2551.0,50056.0
Panama,06/13/2020,40924,20059.0,429.0,13759.0
Papua New Guinea,06/13/2020,40925,8.0,0.0,8.0
Paraguay,06/13/2020,40926,1261.0,11.0,647.0
Peru,06/13/2020,1071672,220749.0,6308.0,111724.0
Philippines,06/13/2020,40927,25392.0,1074.0,5706.0
Poland,06/13/2020,40928,29017.0,1237.0,14104.0
Portugal,06/13/2020,40929,36463.0,1512.0,22438.0
Romania,06/13/2020,40931,21679.0,1394.0,15635.0
Russia,06/13/2020,3425949,519458.0,6819.0,274128.0
Rwanda,06/13/2020,40932,541.0,2.0,332.0
Senegal,06/13/2020,40939,4996.0,60.0,3228.0
Serbia,06/13/2020,40940,12251.0,253.0,11465.0
Sierra Leone,06/13/2020,40942,1132.0,51.0,670.0
Singapore,06/13/2020,40943,40197.0,26.0,28808.0
Slovakia,06/13/2020,40944,1545.0,28.0,1410.0
Slovenia,06/13/2020,40945,1492.0,109.0,1359.0
South Africa,06/13/2020,40947,65736.0,1423.0,36850.0
South Sudan,06/13/2020,40949,1693.0,27.0,49.0
Spain,06/13/2020,822818,243605.0,27136.0,150376.0
Sri Lanka,06/13/2020,40950,1884.0,11.0,1252.0
Sweden,06/13/2020,867562,50931.0,4874.0,0.0
Switzerland,06/13/2020,40953,31094.0,1938.0,28800.0
Tajikistan,06/13/2020,40956,4971.0,50.0,3288.0
Tanzania,06/13/2020,40957,509.0,21.0,183.0
Thailand,06/13/2020,40958,3134.0,58.0,2987.0
Togo,06/13/2020,40960,530.0,13.0,291.0
Tunisia,06/13/2020,40962,1094.0,49.0,995.0
Turkey,06/13/2020,40963,176677.0,4792.0,150087.0
UK,06/13/2020,618201,295828.0,41747.0,1283.0
US,06/13/2020,2393695,2074526.0,115436.0,556606.0
Uganda,06/13/2020,40964,694.0,0.0,219.0
Ukraine,06/13/2020,1114714,31177.0,890.0,14489.0
Uruguay,06/13/2020,40966,847.0,23.0,784.0
Uzbekistan,06/13/2020,40967,4966.0,19.0,3874.0
Venezuela,06/13/2020,40968,2904.0,24.0,487.0
Vietnam,06/13/2020,40969,334.0,0.0,323.0
Zambia,06/13/2020,40973,1357.0,10.0,1104.0
Zimbabwe,06/13/2020,40974,356.0,4.0,54.0
Algeria,06/14/2020,41537,10919.0,767.0,7606.0
Angola,06/14/2020,41539,140.0,6.0,61.0
Argentina,06/14/2020,41541,31577.0,833.0,9564.0
Armenia,06/14/2020,41542,16667.0,269.0,6214.0
Australia,06/14/2020,336751,7335.0,102.0,6851.0
Austria,06/14/2020,41543,17109.0,677.0,16059.0
Azerbaijan,06/14/2020,41544,9957.0,119.0,5583.0
Bangladesh,06/14/2020,41547,87520.0,1171.0,18730.0
Belarus,06/14/2020,41549,53973.0,308.0,30103.0
Belgium,06/14/2020,41550,60029.0,9655.0,16589.0
Benin,06/14/2020,41552,442.0,6.0,228.0
Bhutan,06/14/2020,41553,66.0,0.0,21.0
Bolivia,06/14/2020,41554,18459.0,611.0,3113.0
Bosnia and Herzegovina,06/14/2020,41555,2893.0,163.0,2119.0
Botswana,06/14/2020,41556,60.0,1.0,24.0
Brazil,06/14/2020,1133460,867624.0,43332.0,469141.0
Bulgaria,06/14/2020,41558,3290.0,174.0,1730.0
Burkina Faso,06/14/2020,41559,894.0,53.0,799.0
Burundi,06/14/2020,41561,85.0,1.0,45.0
Cambodia,06/14/2020,41563,128.0,0.0,125.0
Cameroon,06/14/2020,41564,8681.0,212.0,4836.0
Canada,06/14/2020,587978,100404.0,8218.0,60668.0
Central African Republic,06/14/2020,41565,2057.0,7.0,363.0
Chad,06/14/2020,41566,850.0,73.0,720.0
Chile,06/14/2020,712884,174293.0,3323.0,143704.0
Colombia,06/14/2020,1426070,48896.0,1670.0,19460.0
Comoros,06/14/2020,41567,176.0,2.0,114.0
Costa Rica,06/14/2020,41570,1715.0,12.0,752.0
Croatia,06/14/2020,41571,2252.0,107.0,2134.0
Cyprus,06/14/2020,41573,983.0,18.0,807.0
Czech Republic,06/14/2020,41574,10024.0,329.0,7226.0
Denmark,06/14/2020,125276,12393.0,597.0,11268.0
Djibouti,06/14/2020,41577,4465.0,43.0,2950.0
Dominican Republic,06/14/2020,41579,22962.0,592.0,13320.0
Ecuador,06/14/2020,41580,46751.0,3896.0,23064.0
Egypt,06/14/2020,41581,44598.0,1575.0,11931.0
El Salvador,06/14/2020,41582,3720.0,74.0,1846.0
Estonia,06/14/2020,41585,1973.0,69.0,1705.0
Ethiopia,06/14/2020,41587,3345.0,57.0,545.0
Finland,06/14/2020,41589,7104.0,326.0,6200.0
France,06/14/2020,461672,194153.0,29410.0,72982.0
Gabon,06/14/2020,41591,3463.0,23.0,1024.0
Georgia,06/14/2020,41593,864.0,14.0,703.0
Germany,06/14/2020,713646,187518.0,8801.0,172089.0
Ghana,06/14/2020,41594,11964.0,54.0,4258.0
Greece,06/14/2020,41595,3121.0,183.0,1374.0
Guatemala,06/14/2020,41597,9845.0,384.0,1886.0
Guinea,06/14/2020,41598,4532.0,25.0,3234.0
Guyana,06/14/2020,41600,159.0,12.0,99.0
Haiti,06/14/2020,41601,4165.0,70.0,24.0
Honduras,06/14/2020,41603,8858.0,312.0,967.0
Hungary,06/14/2020,41604,4069.0,562.0,2482.0
Iceland,06/14/2020,41605,1810.0,10.0,1796.0
India,06/14/2020,1510966,320922.0,9195.0,162379.0
Indonesia,06/14/2020,41606,38277.0,2134.0,14531.0
Iran,06/14/2020,41607,187427.0,8837.0,148674.0
Ireland,06/14/2020,41609,25303.0,1706.0,22698.0
Israel,06/14/2020,41610,19055.0,300.0,15375.0
Italy,06/14/2020,882046,236989.0,34345.0,176370.0
Jamaica,06/14/2020,41612,617.0,10.0,420.0
Japan,06/14/2020,2016450,17369.0,927.0,15514.0
Jordan,06/14/2020,41613,961.0,9.0,682.0
Kazakhstan,06/14/2020,41614,14496.0,77.0,9188.0
Kenya,06/14/2020,41615,3594.0,103.0,1253.0
Kyrgyzstan,06/14/2020,41618,2285.0,27.0,1791.0
Laos,06/14/2020,41619,19.0,0.0,19.0
Latvia,06/14/2020,41620,1097.0,28.0,845.0
Lesotho,06/14/2020,41622,4.0,0.0,2.0
Liberia,06/14/2020,41623,458.0,32.0,219.0
Lithuania,06/14/2020,41626,1768.0,75.0,1427.0
Luxembourg,06/14/2020,41627,4070.0,110.0,3929.0
Madagascar,06/14/2020,41629,1272.0,10.0,367.0
Mainland China,06/14/2020,1301496,83181.0,4634.0,78370.0
Malawi,06/14/2020,41630,547.0,6.0,69.0
Malaysia,06/14/2020,41631,8453.0,121.0,7346.0
Maldives,06/14/2020,41632,2035.0,8.0,1311.0
Mali,06/14/2020,41633,1809.0,104.0,1088.0
Malta,06/14/2020,41634,649.0,9.0,603.0
Mauritania,06/14/2020,41635,1783.0,87.0,332.0
